app_package,rating,votes,date,uid,unix_timestamp,app_category,word_count,review,classification,app_name
com.boranuonline.idates,1,3,15-Mar-21,G25DA3JNZSY5apar,1615780800.0,Dating,42,AVOID THIS SITE.....Total scam. It's all fake profiles. It's just designed to make people buy their overpriced coins. If I could give minus stars I would. Remove the Bots and fake profiles then you'd have a site worth downloading and registering on.,0,"iDates - Chat, Flirt, Singles"
com.blockfolio.blockfolio,1,2,2-Jan-22,anl9msOpn0mmyRdH,1641099600.0,Finance,32,"What a joke, you make me sign up to buy an NFT and then your app/website doesn't work. Now my money is just being held hostage. Screw you guys. Such a joke...",0,FTX Crypto Exchange
com.overlook.android.fing,3,0,16-Nov-17,rnuyrt5QVB6QWxF3,1510808400.0,Tools,21,Always seems to show a 'random' phone device connected to home router. Upon inspection of router no such device is connected?,0,Fing - Network Tools
com.qidian.Int.reader,1,13,"January 11, 2022",JHJD5kFh4jBygz3P,1641877200.0,Books & Reference,67,"Insanely expensive just to read one novel, and most arent finished so you'll end up having to keep paying regularly if you really want to read something. And wont let you just delete your profile, because i dont want my email attached to this i tried deleting, but it said i have to email, tried that and the email it said to contact doesn't exist, very shifty",1,Webnovel
com.shazam.android,1,2,"November 25, 2021",LXDQ4xoXUwhwLDqy,1637816400.0,Music & Audio,42,This is a very good app but someting I don't get it I don't know that how to download and the app sometimes it says saved 1offline Shazam even I have bought a data so it isn't a good app I expected,0,Shazam: Music Discovery
mytown.friendsclub,1,21,"September 10, 2021",zKzn09UeDq3nMW2w,1631246400.0,Educational,33,I don't know why but this game keeps on deleting the characters so please fix this then i give you guys 5 stars but it is the funniest game i ever played before,0,My Town: City Building Games
co.happybits.marcopolo,3,2,"January 21, 2022",xMzarCfywqMt5HBc,1642741200.0,Communication,44,"Love the app, but since my last virus definition update I'm getting malware alerts pointing to the Marco Polo app. Is the app actively accessing my contacts and sending invites or reminders on my behalf or something? Will upgrade review if response warrents it.",1,Marco Polo - Stay In Touch
com.instagram.android,3,2,"January 5, 2022",7vRxgjTiAiQIIEDc,1641358800.0,Social,79,"It was great at first now I have old beta Chrome with mozilla/Firefox sounds like geko kits that were designed as a security for Google that should never gave been used in my accounts. I had illuminati messages, like jehova witness chain mail making porn dating links straight to my email and letting every hacker through my accounts. Now I'm not to happy with this and other apps being accessed by these hacker/developers. I'm blocked but email says otherwise",1,Instagram
uk.co.yakuto.DartsOfFury,5,0,"December 31, 2021",y2ZWp8DNYOLAzMfE,1640926800.0,Sports,21,Awsom fun and competitive ranking needs work me 175 and playing someone level 136 how can they move up that fast,0,Darts of Fury
com.herocraft.game.free.spaceshipbattles,4,0,"December 21, 2020",MEpb149oXXof27VG,1608526800.0,Strategy,43,The game is good but becomes a major grind after a while. It would also be nice to have a way to stop the music from playing but keep the sound of weapons fire and explosions on instead of just removing all sound.,0,Space Arena: Construct & Fight
com.hellotalk,1,10,"December 11, 2019",RlR5BzmlIys1tJd6,1576040400.0,Education,41,"Not a powerful community at all and seems that it's main goal is making all sorts of restrictions to sell you a premium account. Also won't work unless you give it permission to your photos, videos, files and making phone call!",1,HelloTalk - Learn Languages
com.pixio.google.mtd,3,0,"April 5, 2022",tbdavV3JTFNtTI3q,1649131200.0,Strategy,32,I saw an add that said i would get 30 free summons and i haven't gotten them please give me my 30 free summons but other than that the game is good,0,Summoner's Greed: Idle TD Hero
com.viber.voip,2,295,"August 23, 2020",0scrLawW6elA8Re0,1598155200.0,Communication,80,"This app had earlier, one the best DARK MODE feature. But, recent updates have removed that feature. In the DARK mode, no one could take screenshot of the chats, images and videos wont be downloaded to your gallery, disappearing msgs was also an option. Now, Devs just kept the disappearing msg features in normal chats. I hope the devs would bring back that features, because only then, would we recommend it to other based on it's high profile security features.",1,Viber - Safe Chats And Calls
com.jeet.healthydiet,3,0,"April 23, 2021",LAoZIvuVokpr3Qos,1619150400.0,Health & Fitness,26,I like the layout and easy setup but now i cant figure out how to get back to see how many steps from the food diary.,0,"Healthy Diet - Best Diet Plan, Calorie Counter"
com.digibites.calendar,3,0,"June 4, 2017",2U2jKGrRRAidtaZC,1496548800.0,Productivity,22,"Please accept my humble and generous, THANKS. Beautifully designed. Reminding this is one week full free after that designed to send advertising",0,DigiCal Calendar Agenda
co.imba.kawaiimansion,3,1,"September 1, 2021",CQ4BCIXFwGyJ33dR,1630468800.0,Puzzle,22,"Have trouble with frozen chapters. Is there a fix on the way? Love to play this game, but keep having this problem.",0,Kawaii Mansion: Hidden Objects
com.shazam.android,3,2,"May 10, 2020",zKSeKHJa0wfl6aqL,1589083200.0,Music & Audio,29,Very useful but it uses your microphone in the background after you close the app which feels a bit fishy. It gets most songs right but not every song.,1,Shazam: Music Discovery
tunein.player,2,5,"April 22, 2021",6YAWKblvpaOVfsjN,1619064000.0,Music & Audio,42,"Just stops broadcasting and continues to ""buffer"". I won't even think of a paid version when the regular version hangs this much. You don't need my location and access to all my info either. I gave multiple avenues to what's playing locally",1,"TuneIn Radio: News, Sports & AM FM Music Stations"
com.hoteltonight.android.prod,1,0,"October 6, 2019",M6U4lTY6mi52C2bw,1570334400.0,Travel & Local,24,"Dont use this app if you ever have to cancel, because you will still have to pay for a room that your not using.",0,HotelTonight: Book amazing deals at great hotels
com.taggedapp,2,0,"November 27, 2021",4piloiMeFTLuBbRu,1637989200.0,Social,24,"Too many bots and porn email sent to inbox to phish for personal info, haven't had a message from a real person in years",1,"Tagged - Meet, Chat & Dating"
com.bushiroad.en.bangdreamgbp,3,0,"September 2, 2021",3NNR3snbtHFZnPlX,1630555200.0,Music,66,I played this game for years and i still enjoying it.But the only thing i hate about this game is their system.I would like to add some report button or punishment to people who troll the game and didn't even play a single note.This type of players always ruin my mood and make the reward decreasing.Please fix it.I will rate 5 stars after the problem fixed.,0,BanG Dream! Girls Band Party!
com.socialquantum.acityint,4,1,"October 7, 2019",iZ5baUMTKi9xDUIY,1570420800.0,Strategy,29,Its amazing But There is No Day and Night Timr Cycle and Decrease pricing on the Coin things that you buy for buildings and Mega projects of you're City,0,Megapolis: City Building Sim
com.moneybookers.skrillpayments,1,0,"January 9, 2022",Plv9UmO1POauHgbL,1641704400.0,Finance,29,"Scammers, don't use this service is not anymore secure nd trust worthy also all users please post all this to different social media so other ppl can get aware.",1,"Skrill - Fast, secure online payments"
com.familywall,5,0,"September 17, 2019",XWEwpJHZV9VUQ00I,1568692800.0,Lifestyle,24,Super fast and detailed email support for any issues. Since getting the app family life is much more organised. Great app with good functionality.,0,FamilyWall: Happy Organization
com.qapital,1,0,"December 18, 2021",v8EKPBNs3s87PAHE,1639803600.0,Finance,29,You can't do anything without linking you bank. I don't know you Qapital so why would I trust you immediately and give you access to my money lol... nope,1,Qapital: Find Money Happiness
com.plarium.mechlegion,5,0,"January 23, 2022",QxYUkZmNVI3IFB4F,1642914000.0,Action,32,I love your game but I have 1 complaint please make arachnos a character on the prize bar after ares please I want every mech so please do this any ways 10/10,0,Mech Arena: Robot Showdown
io.keybase.ossifrage,1,27,"February 4, 2021",mnqkQH4A0pnSUyjB,1612414800.0,Social,30,"After Zoom bought Keybase, Zoom started violating privacy and breaking the end to end encryption making the app pointless. Beware, your communication is not private or secure on this app.",1,Keybase
com.agilebits.onepassword,1,1,"July 16, 2018",YR6lasDaQFhsGlUK,1531713600.0,Productivity,48,"Used to be OK but having purchasef this originally disappointed being FORCED to subscribe. Hopeless support, I had years of data, multiple back ups but data became corrupt and trying to get answer to simple restore from backup proved impossible. Do not trust your precious data with it",1,1Password - Password Manager
org.cambridgeenglish.examprepapp,5,29,"February 9, 2021",VTnOl028Cpy2YxJX,1612846800.0,Education,38,"One of the best apps which i enjoy passing. It'd been worked out greatly, thanks a lot for the creators. Waiting for the upper levels. After using this app you get full of ideas for your own students.",0,Exam Lift: English Practice
com.google.android.apps.docs,1,1,"March 27, 2022",hxdIkpDxpN8CR6l2,1648353600.0,Productivity,40,Google drive is really bad. You can't protect your account from being spammed by thousands of spam bots. They suggest you to block the user one at a time but not turn off file sharing to your account? It's ridiculous.,1,Google Drive
com.rsupport.mvagent,4,0,"May 29, 2019",gRjkp2TsEp69liHn,1559102400.0,Productivity,33,"I sent one video via text. The audio and the visuals of the sent video were not syncronized, although I saw I could play it normally from my gallery. What's up with that?",0,Mobizen Screen Recorder
com.fxnetworks.fxnow,3,0,"May 10, 2018",FfEptepu31zf2A8n,1525924800.0,Entertainment,20,"Won't log in, just loads forever. Once I got to the login page for my provider before it locked up.",0,FXNOW
com.lyft.android.driver,5,7,"December 10, 2019",IcGftLEJvrKYuVzw,1575954000.0,Business,42,"Much better at money making with Lyft. Interface is great, intuitive, clear and the platform never drops in my state. The operators listen and deliver. Had it not been for Lyft, my household would be in a hole. Thank you very much!",0,Lyft Driver
com.ninering.rocen.an,4,1,"July 8, 2021",X2yuiM3fuBhzRTTy,1625716800.0,Action,54,"So far with a couple days of gameplay it is a pay to play app. If you want to compare to any of the higher leveled players, prepare to open your wallet. If being a below average player is okay for you, the game is fine. Not a well balanced game for F2P option.",0,Rebirth of Chaos: Eternal saga
com.buzzfeed.tasty,1,0,"March 18, 2020",0D786Sf0yyNMU823,1584504000.0,Food & Drink,32,Bad becuase there is no food at the shops becuase of the corona virus so thats bad all there is at the shops is lollies and soft drinks and no other food,0,Tasty
com.delightgames.medievalfantasy,5,12,"March 30, 2022",20SjQwKHxieL4HIS,1648612800.0,Role Playing,90,"I've only completed 3 chapters and im really entertained. I've died several times, and I only play before I go to sleep, it's taken me a long while to get to where I'm at. Im looking forward to seeing what happens next and playing other roles. I recommend this to anyone who enjoys reading a fun story and wants to interact with it. Update: wizards choice was great and after a long break I'm finishing rogues choice. I still enjoy this, it would be cool to have more illustrations though.",0,D&D Style RPG (Choices Game)
com.cardtonic.app,5,0,"October 11, 2020",UzSaXbRCxCTTXimd,1602388800.0,Business,31,The problem is that do they barn the app login cuz after sometimes of logining with an address trying to login again with that same address it would right authentification error,0,Cardtonic: Sell Gift Cards
com.tripledot.woodoku,2,371,"January 9, 2022",OluD3mRwgupeAsD1,1641704400.0,Puzzle,75,"The game itself is a fun addictive puzzle game. However, there is no premium version where you can pay to avoid ads. Worse, several ads feature ""instant install"" apps. When I click to try to close the ad, some game starts instantly installing without my intention or permission. I don't trust those games not to be filled with adware, Spyware, and various nasties. I can't recommend the app because of these terrifying and annoying ads.",1,Woodoku
com.estmob.android.sendanywhere,5,0,"June 4, 2020",0Z1so213svF9tbuf,1591243200.0,Productivity,26,Excellent. The best. Connects quickly with mobile and also laptop. Very smooth. Very secure. Simple technique of password key. Don't require to manualy connect wifi etc.,1,Send Anywhere (File Transfer)
com.qcplay.aresvirus,1,3,"June 18, 2019",cz5oSZ3lmkWpfPia,1560830400.0,Role Playing,45,"Game is a scam. They ask for your phone number and request permission to make phone calls on your behalf, sell your data to third party affiliates. Deny this permission as it isn't needed to play game anyway. Should be removed from the market place.",1,Ares Virus
com.higherone.mobile.android,5,0,"February 6, 2019",aaZmMhT1HMSIXiAv,1549429200.0,Finance,24,i love it! safe way to keep your money secure. pay bills if you need to.easy to use and put money into and out!,1,BankMobile App
com.gameswing.offroad.oiltankertransport.truckdriving.simulator.game,5,0,"June 7, 2020",kbsvgDzViJ5yO3CU,1591502400.0,Strategy,29,Off-road oil tanker game is no doubt ever game for play and attractive design and attractive features game . All the levels are beautiful and attractive. Thanks a lot,0,Truck Simulator - Truck Games
com.home.weather.radar,1,11,"July 6, 2019",OS0cEOKHe4MnugDQ,1562385600.0,Weather,64,not only did this app change everything on my home page but I discovered hours later that it also switched my phone settings to use data when dialing calls rather that wifi calling. a change I never knew how to make so I had to Google how to enable wifi calling. having my phone hijacked by an app with so much promise is frustrating.,1,Weather Home - Live Radar
com.accuweather.android,1,1,"October 12, 2021",JUdnfwFIxbMVphgk,1634011200.0,Weather,31,Why does the persistent notification require constant location access? Most other weather apps allow you to select a default location for when you turn location off - which i frequently do.,1,AccuWeather: Weather Radar
com.whaleapp.blitz.rise.heroes.idle.rpg.battle,1,4,"November 24, 2021",TbOzn1QwoDynmurw,1637730000.0,Role Playing,30,Im a little upset why can enemy lineups have 2 of the same hero but my lineup cant. Seems like the game is trying to set you up too lose.,0,BlitZ: Rise of Heroes
com.shocktech.guaguahappy_classic,1,397,"August 21, 2019",GLkOBb7FZaPxSdGI,1566360000.0,Casino,32,You win nothing...after 3 days playing not a real $£ or €...waste of time..wouldn't mind all the damn adverts if you actually won something..boring and you would be better watching paint dry!,0,Scratch Off Lottery Scratchers
com.symantec.mobilesecurity,5,0,"November 26, 2021",yMUqGx0VBHRZxNiT,1637902800.0,Tools,55,The best security I wish I would never stop using Norton .my phone always seems to run better when I'm with Norton this app security Legit I've tried**other security app but Norton * My honest opinion Norto thank you for you services!!!! You are totally outstanding .You are the best the hech with rest !!!!,1,Norton 360: Mobile Security
com.arcadegame.games.bingo.holiday.free.slots.bash,4,0,"March 17, 2022",RphcnBy6ZgmxmCXb,1647489600.0,Casino,21,I do like the app and the experience but it could go a little slower when playing four cards and up.,0,Bingo Holiday: Bingo Games
ee.mtakso.client,3,4,"February 6, 2022",FTmDblLrhM45mXdc,1644123600.0,Maps & Navigation,38,I like the easy to use way but I don't like that THE map is so small at the top of the page there should be away that I can get more map and hide the drivers profile.help,0,"Bolt: Fast, Affordable Rides"
screenrecorder.recorder.editor,1,0,"January 11, 2022",J4MvVo7gFBcqdNmL,1641877200.0,Video Players & Editors,31,This app is terrible sorry but it is it's super laggy and it keeps popping up ads even after I deleted the app I thinks it's gave me a virus -_-,1,Screen Recorder Video Recorder
com.spotangels.android,1,10,"May 6, 2020",Io5r6b1iNuiGb2CI,1588737600.0,Maps & Navigation,64,"Garbage why do I need to create an account just to find parking. There is no reason I need to give you my email, access to my Gmail or facebook. I'm so tired of b.s. like this Google needs to shut these apps down. Bad enough apps like these constant notifications on your phone but now they wanna spam your email or Facebook too",1,SpotAngels Parking Map
com.ea.BejeweledBlitz_na,2,2,"April 11, 2021",FFItB2Nt85oLQny2,1618113600.0,Puzzle,26,LOVED this game until the recent update. Now I keep getting an error when loading Blitz Champion games so I can't complete the Blitz Quest levels.,0,Bejeweled Blitz
com.amtrak.rider,2,25,"October 2, 2019",WkEWKCAGGaaqcSea,1569988800.0,Travel & Local,83,"went to book my train ticket, when its time to pay, the app has a pop up telling me it couldn't process payment. So I enter my information all over again, same thing happens. I get a suspicious activity text from my bank, confirm its me. try a third time hoping it was my bank blocking and get a similar response. turns out charges are going through, amtrak is refunding instantly and my money is now tied up in pending charges and refunds.",1,Amtrak
com.google.android.apps.nbu.paisa.user,4,0,"March 24, 2022",8ji9N0hofgo16oGO,1648094400.0,Finance,27,sometimes payments get stuck but after a few days it gets cleared no loss of money overall it's a great secure app to use for online payment,1,"Google Pay: Save, Pay, Manage"
com.qustodio.qustodioapp,2,1,"November 14, 2020",mok2MDMTt33kGNYl,1605330000.0,Lifestyle,98,"Hello, this is coming from a child who's parents installed it. I can definitely say that the app has saved me from viruses, inappropriate websites, and people tricking me. So yes I can say it is an ok app. I want to be able to not have a parent looking at anything and everything I do, I cant search up things that I may be curious about, and im not talking about sex lol. So if you want to invade and pretty much tell your child that you dont trust them, then by all means get that app.",1,Kids App Qustodio
net.defensezone3,3,0,"October 12, 2019",3tLXp2gTdkU8MDH9,1570852800.0,Strategy,28,Update jacked up using the Note 10+ stylus. Fix that and the rating would be 5 stars for a tower defense game. Graphics and weapon choices are great.,0,Defense Zone 3 HD
com.thisisglobal.player.lbc,1,10,"February 22, 2022",dTpZDe2QFOS8xDLM,1645506000.0,Music & Audio,34,Ever since the last update the app just closes on its own. Can't pause catchup for long at all before it just shuts down. This app used to be good. Completely unreliable these days.,0,LBC Radio App
com.aofl.adventureacademy,1,18,"December 16, 2020",wGmdOKQ1fNusngT2,1608094800.0,Education,74,They took money from my paypal account without getting my permission. Was able to get my money back without any issues so that was good. But i still dont know how they were able to take money from my account without really saying anything. I really had to go look and find out what website took my money because when i got charged it said age of learning inc not adventure academy. Pretty sneaky.,1,Adventure Academy
com.microsoft.teams,3,1,"September 29, 2021",jSjd6sAPWuKVOTM8,1632888000.0,Business,36,"Tap on a contact on the chat list... No visual response. You may or may not eventually get a result and start a chat. Something needs to be fixed here (using Samsung Galaxy 10, Android 11)",0,Microsoft Teams
com.udemy.android,1,2,"October 22, 2021",z17uIzv1ldnLOpYG,1634875200.0,Education,36,"This app is useless..always saying incorrect password and email while they all correct ... pathetic. And this is the same Google account that it's saying check email or password, I know it's correct what's the solution.",0,Udemy - Online Courses
com.ecomi.veve,1,8,"February 14, 2022",VqKoiOQ8duqgPASe,1644814800.0,Entertainment,36,"Bots are a problem and the VeVe doesn't care, nor will they do anything about it. This app had potential but eventually people will give up on it given the major issues. Nobody likes feeling cheated.",0,VeVe
com.mywickr.wickr2,2,35,"November 21, 2018",mqf5KK5v7YVhfmP8,1542776400.0,Social,85,"Why did you feel it necessary to fk with what was a great app? Wickr NEVER used to try to bully me for my contact list. If you are not going to use it for nefarious reasons, then why must I give you access to it? I know exactly whom I wish to use your app to contact, thank you very much, I don't need some adware extorting my contacts from me in order to use there now suspect app. Signal for me I guess.",1,Wickr Me – Private Messenger
com.nike.ntc,1,0,"May 5, 2019",49w8qFm2PTlSwQoK,1557028800.0,Health & Fitness,25,"Was a pretty beneficial, straight forward app at first. However for the past few months the app video freezes during workout plans and eventually crashes.",0,Nike Training Club: Fitness
ru.skillcap.dominoes,1,7,"September 11, 2019",DpBW6jpbPB8tiO0Z,1568174400.0,Board,30,This game automatically tracks other things i do online. It knows the recent purchases i made because the ads are from ebay showing the exact things i have looked at.,1,Domino - Dominos online game
com.pz.life.android,2,0,"June 21, 2020",BHyEBZIEvkLiS8mw,1592712000.0,Role Playing,24,"App keeps crashing every time I save an information. Horrible app, I was just starting to get into it when it erases my progress.",0,Highrise: Virtual Metaverse
com.mi.globalbrowser,1,0,"July 13, 2020",prtOg3YDq7oXNqva,1594612800.0,Tools,83,"A BLOATWARE aka DATA THIEF!! Redmi it doesn't seems good, we mi users are still thinking about the decision of buying mi gadgets because you make so many privacy issues and you guys are collecting our data without our knowledge in names of providing ads and for development. We don't ask any ads and these kind of bloatwares, if it was good we will install your browser. Don't force us to keep your bloatware in our phone, provide an option to uninstall it.",1,"Mi Browser Pro - Video Download, Free, Fast&Secure"
com.google.ar.lens,1,0,"June 24, 2020",MQlMJdDrNdqBmpaa,1592971200.0,Tools,51,I absolutely hate it and feel violated. Customer should always be able to decide whether to keep an app or not on their phone. They should make a law that grant us the option due to privacy to uninstall an app whenever the customer feels uncomfortable having it on its phone.,1,Google Lens
bitpit.launcher,5,0,"February 21, 2021",7xe3ZxAeuYfndg1x,1613883600.0,Personalization,32,"It's simple, clean, minimalistic and the accessibility it possess is great. I wonder if I could give this app full access to my phone. Or android makes this as a default selection.",1,Niagara Launcher ‧ fresh/clean
com.wb.headsup,3,2,"October 30, 2019",1OejmIUOoEanw4Jy,1572408000.0,Word,25,The game takes a lot of time to start and it also takes time to give the next question...... Otherwise it is a good game,0,Heads Up!
org.telegram.messenger,3,0,"April 2, 2022",CDgahKTfQTt5SqsC,1648872000.0,Communication,43,"This app is good, but i had joined this app last month There is problem related to quize bot results, my name is not showing in quize bot results, it's my request to pls try to solve this problem as soon as possible.....",0,Telegram
com.mapswithme.maps.pro,2,166,"June 2, 2019",P4ZaKz6NKZyWljZI,1559448000.0,Travel & Local,65,"USED to be great !... now it's too complex.. it auto updates unwanted aspects you have no control over ...you can't stop it... and so now I feel that it's invasive on my privacy ...I don't trust it anymore I'm strongly considering uninstalling it. once again , someone took something that worked , made it ""better"" and ruined it ! it's like some unspoken law!!!",1,MAPS.ME: Offline maps GPS Nav
org.mozilla.firefox_beta,5,1,"August 19, 2020",f80MMvpQmk0hqycD,1597809600.0,Communication,52,"I love this browser! I originally wasn't a fan of Firefox, but I decided to give it a go. I don't regret it. The privacy features are what really got me - they were straight forward and effective. You can also use extensions, something I've wished Chrome could do for a while.",1,Firefox for Android Beta
com.gamegos.mobile.cafeland,3,0,"February 21, 2022",fQMkVqcFxvogmROY,1645419600.0,Simulation,26,What is with the new cake and how come I can't get the chocolate one or the new one even though I invite the club people,0,Cafeland - World Kitchen
com.swific.registerbook,5,60,"March 1, 2021",rA7ESd5cODfmgrnJ,1614574800.0,Productivity,59,"Wonderful aap, I am enjoying it very much, can it we use after One month if aap is uninstalled One more problem which I think that the data which we upload on this aap. Is it secure Or it can be excessed by any one, how can I believe that the data I upload on the worksheets is secure....",1,"Lio - Excel, Notebook, Register"
com.grassgames.word.home,5,1,"November 21, 2020",NNXD8vGH7uQi7NN6,1605934800.0,Word,42,It was so cool the game it looks like fun and maybe i like it fun in my iPad i love it looks like fun and maybe i like it fun in my iPad i love it it looks cool the game,0,Word Home-Offline Word Games&Design
com.IceStorm.DragBattle,3,56,"May 2, 2019",R7aKwxdGbFCzAF5g,1556769600.0,Racing,76,"I have upgraded as far as it will allow. I have tried every combination. I need to beat a career level to unlock an engine part. plus no matter how much time I shave off of my time, the opponent keeps staying that much faster. I have won enough races to improve character skills, but cannot pass, I have the fastest cars, cannot get them any faster. why can't you just buy the parts you need",0,Drag Battle
com.steelwoolgames.fnaf.hw,3,3,"October 30, 2020",iRfeSoZscwARMyk8,1604030400.0,Action,40,"For what I've seen, it looks really damn good. So why did I give it 3 stars? Well that's because the game stays on the help wanted logo.. For 5 minutes... Then the game crashes! Please fix this Steel Wool!",0,Five Nights at Freddy's: HW
com.budgestudios.MyLittlePonyHarmonyQuest,1,0,"October 12, 2018",2xbqOFH5VMkFU8da,1539316800.0,Casual,27,I cant even play aftee a few leves!! Such money eaters!! (I mean by the develepor of this game also im 8 and this game is terrible!!),0,My Little Pony: Harmony Quest
com.theathletic,1,16,"May 16, 2020",EepndNi3M6rQ6HDZ,1589601600.0,Sports,51,Forcing people who already paid for a year to agree to every personal data theft practice the athletic uses or you dont get the service you paid for or a refund. These were not the terms I agreed to when I agreed to pay. Overall bad practice from a sketchy company.,1,"The Athletic: Sports News, Stories, Scores & More"
com.ollocard.mobileapp,1,0,"March 18, 2021",A5TL00U0m63P0JuG,1616040000.0,Finance,23,"The app and website doesn't currently work... not sure how to pay a bill at this point, since I chose to go paperless...",0,Ollo Credit Card
com.gameloft.android.ANMP.GloftA3HM,4,0,"May 12, 2020",QG0vSBgt6V38suEy,1589256000.0,Arcade,32,Game is great only thing that ruins the fun are the hackers and can you please make us able to use 4g mobile data for multiplayer that would be great ty :),1,Brothers in Arms™ 3
com.hidemyass.hidemyassprovpn,1,0,"November 3, 2018",raEqYbFeGVDoiVjK,1541217600.0,Tools,30,Its a fraud app. A fraud subscription happen in my bank account by this app with out my permission. Illegally compromise was happen in my bank account by this app.,1,"HMA VPN Proxy & WiFi Security, Online Privacy"
